transaction_id,items
2510,"[np.str_('Chicken'), np.str_('Soda')]"
2511,"[np.str_('Beef'), np.str_('Carrot'), np.str_('Croissant'), np.str_('Eggs'), np.str_('Soap')]"
2512,"[np.str_('Apple'), np.str_('Bread'), np.str_('Soap'), np.str_('Tea'), np.str_('Toilet Paper')]"
2513,"[np.str_('Beef'), np.str_('Milk'), np.str_('Potato'), np.str_('Soap'), np.str_('Tea'), np.str_('Toothpaste')]"
2514,"[np.str_('Butter'), np.str_('Cake'), np.str_('Croissant'), np.str_('Potato'), np.str_('Shampoo')]"
2515,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Fish'), np.str_('Orange')]"
2516,"[np.str_('Bagel'), np.str_('Cheese'), np.str_('Fish'), np.str_('Pork'), np.str_('Soap'), np.str_('Tomato')]"
2517,"[np.str_('Detergent'), np.str_('Toilet Paper')]"
2518,"[np.str_('Bagel'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Soda'), np.str_('Toothpaste')]"
2519,"[np.str_('Butter'), np.str_('Croissant'), np.str_('Eggs')]"
2520,"[np.str_('Beef'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Toothpaste')]"
2521,"[np.str_('Fish'), np.str_('Orange'), np.str_('Tomato')]"
2522,"[np.str_('Milk'), np.str_('Toilet Paper')]"
2523,"[np.str_('Bagel'), np.str_('Butter'), np.str_('Eggs'), np.str_('Fish')]"
2524,"[np.str_('Detergent'), np.str_('Fish'), np.str_('Tea'), np.str_('Toothpaste')]"
2525,"[np.str_('Carrot'), np.str_('Cheese'), np.str_('Coffee')]"
2526,"[np.str_('Banana'), np.str_('Carrot'), np.str_('Fish'), np.str_('Soap'), np.str_('Soda')]"
2527,"[np.str_('Banana'), np.str_('Eggs')]"
2528,"[np.str_('Apple'), np.str_('Beef'), np.str_('Carrot'), np.str_('Pork'), np.str_('Potato'), np.str_('Soda'), np.str_('Tomato')]"
2529,"[np.str_('Beef'), np.str_('Butter'), np.str_('Cake'), np.str_('Coffee'), np.str_('Soap'), np.str_('Water')]"
2530,"[np.str_('Butter'), np.str_('Lettuce'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Tea'), np.str_('Yogurt')]"
2531,"[np.str_('Bread'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Soda'), np.str_('Toilet Paper'), np.str_('Toothpaste'), np.str_('Yogurt')]"
2532,"[np.str_('Lettuce'), np.str_('Pork')]"
2533,"[np.str_('Bagel'), np.str_('Bread'), np.str_('Chicken'), np.str_('Milk'), np.str_('Toothpaste'), np.str_('Water')]"
2534,"[np.str_('Banana'), np.str_('Chicken'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Toilet Paper'), np.str_('Tomato')]"
2535,"[np.str_('Banana'), np.str_('Cake'), np.str_('Lettuce'), np.str_('Soap'), np.str_('Tea'), np.str_('Toilet Paper')]"
2536,"[np.str_('Cheese'), np.str_('Orange')]"
2537,"[np.str_('Bread'), np.str_('Carrot'), np.str_('Cheese'), np.str_('Orange'), np.str_('Pork'), np.str_('Potato'), np.str_('Tea')]"
2538,"[np.str_('Apple'), np.str_('Beef'), np.str_('Yogurt')]"
2539,"[np.str_('Bagel'), np.str_('Butter'), np.str_('Eggs'), np.str_('Lettuce'), np.str_('Shampoo')]"
2540,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Butter'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Eggs')]"
2541,"[np.str_('Fish'), np.str_('Milk'), np.str_('Pork'), np.str_('Tea'), np.str_('Yogurt')]"
2542,"[np.str_('Butter'), np.str_('Pork'), np.str_('Soap')]"
2543,"[np.str_('Butter'), np.str_('Carrot'), np.str_('Coffee'), np.str_('Eggs'), np.str_('Orange'), np.str_('Pork'), np.str_('Water')]"
2544,"[np.str_('Beef'), np.str_('Cake'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Potato')]"
2545,"[np.str_('Apple'), np.str_('Beef'), np.str_('Lettuce'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Water')]"
2546,"[np.str_('Beef'), np.str_('Cake'), np.str_('Eggs'), np.str_('Soap')]"
2547,"[np.str_('Croissant'), np.str_('Detergent'), np.str_('Fish'), np.str_('Potato'), np.str_('Soda'), np.str_('Toothpaste')]"
2548,"[np.str_('Butter'), np.str_('Carrot'), np.str_('Juice'), np.str_('Yogurt')]"
2549,"[np.str_('Chicken'), np.str_('Water')]"
2550,"[np.str_('Banana'), np.str_('Pork')]"
2551,"[np.str_('Bagel'), np.str_('Eggs'), np.str_('Soap'), np.str_('Water')]"
2552,"[np.str_('Butter'), np.str_('Fish'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Potato'), np.str_('Water')]"
2553,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Croissant')]"
2554,"[np.str_('Carrot'), np.str_('Toothpaste')]"
2555,"[np.str_('Beef'), np.str_('Butter'), np.str_('Coffee'), np.str_('Milk')]"
2556,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Juice'), np.str_('Milk'), np.str_('Toothpaste')]"
2557,"[np.str_('Banana'), np.str_('Butter')]"
2558,"[np.str_('Apple'), np.str_('Carrot'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Pork'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
2559,"[np.str_('Butter'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Pork'), np.str_('Yogurt')]"
2560,"[np.str_('Banana'), np.str_('Orange'), np.str_('Tea')]"
2561,"[np.str_('Lettuce'), np.str_('Pork'), np.str_('Yogurt')]"
2562,"[np.str_('Bagel'), np.str_('Lettuce'), np.str_('Soap'), np.str_('Water')]"
2563,"[np.str_('Bagel'), np.str_('Butter'), np.str_('Cheese'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Tea')]"
2564,"[np.str_('Bagel'), np.str_('Chicken'), np.str_('Eggs'), np.str_('Fish'), np.str_('Lettuce'), np.str_('Soda'), np.str_('Tea')]"
2565,"[np.str_('Bread'), np.str_('Cake'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Potato'), np.str_('Tomato')]"
2566,"[np.str_('Carrot'), np.str_('Potato')]"
2567,"[np.str_('Beef'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Soda')]"
2568,"[np.str_('Butter'), np.str_('Orange'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Soap')]"
2569,"[np.str_('Butter'), np.str_('Soda')]"
2570,"[np.str_('Banana'), np.str_('Croissant'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Toilet Paper')]"
2571,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Orange'), np.str_('Soap'), np.str_('Soda')]"
2572,"[np.str_('Banana'), np.str_('Carrot'), np.str_('Milk'), np.str_('Pork'), np.str_('Soap'), np.str_('Tea')]"
2573,"[np.str_('Banana'), np.str_('Juice'), np.str_('Milk'), np.str_('Orange'), np.str_('Shampoo'), np.str_('Tea'), np.str_('Toilet Paper')]"
2574,"[np.str_('Banana'), np.str_('Shampoo')]"
2575,"[np.str_('Pork'), np.str_('Toilet Paper')]"
2576,"[np.str_('Bagel'), np.str_('Pork')]"
2577,"[np.str_('Bagel'), np.str_('Coffee'), np.str_('Eggs'), np.str_('Fish'), np.str_('Soap'), np.str_('Toothpaste')]"
2578,"[np.str_('Banana'), np.str_('Bread'), np.str_('Carrot'), np.str_('Milk'), np.str_('Orange')]"
2579,"[np.str_('Shampoo'), np.str_('Toothpaste')]"
2580,"[np.str_('Apple'), np.str_('Tea'), np.str_('Tomato'), np.str_('Yogurt')]"
2581,"[np.str_('Beef'), np.str_('Detergent'), np.str_('Milk'), np.str_('Pork'), np.str_('Potato'), np.str_('Soda')]"
2582,"[np.str_('Butter'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Shampoo'), np.str_('Tomato'), np.str_('Yogurt')]"
2583,"[np.str_('Croissant'), np.str_('Tea')]"
2584,"[np.str_('Beef'), np.str_('Carrot'), np.str_('Coffee'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Soda')]"
2585,"[np.str_('Carrot'), np.str_('Fish')]"
2586,"[np.str_('Cake'), np.str_('Croissant'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Tea')]"
2587,"[np.str_('Beef'), np.str_('Chicken'), np.str_('Soap'), np.str_('Toilet Paper')]"
2588,"[np.str_('Lettuce'), np.str_('Potato'), np.str_('Toilet Paper')]"
2589,"[np.str_('Bread'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Milk'), np.str_('Water')]"
2590,"[np.str_('Beef'), np.str_('Butter'), np.str_('Orange'), np.str_('Yogurt')]"
2591,"[np.str_('Cheese'), np.str_('Croissant'), np.str_('Potato'), np.str_('Toothpaste')]"
2592,"[np.str_('Chicken'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Water'), np.str_('Yogurt')]"
2593,"[np.str_('Bagel'), np.str_('Juice')]"
2594,"[np.str_('Carrot'), np.str_('Coffee'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Yogurt')]"
2595,"[np.str_('Croissant'), np.str_('Toothpaste'), np.str_('Yogurt')]"
2596,"[np.str_('Apple'), np.str_('Carrot'), np.str_('Lettuce'), np.str_('Yogurt')]"
2597,"[np.str_('Beef'), np.str_('Cheese'), np.str_('Fish'), np.str_('Soap'), np.str_('Water')]"
2598,"[np.str_('Banana'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Orange'), np.str_('Pork'), np.str_('Shampoo')]"
2599,"[np.str_('Cake'), np.str_('Carrot'), np.str_('Coffee'), np.str_('Pork'), np.str_('Water')]"
2600,"[np.str_('Banana'), np.str_('Fish'), np.str_('Orange'), np.str_('Soda')]"
2601,"[np.str_('Cheese'), np.str_('Lettuce'), np.str_('Toothpaste')]"
2602,"[np.str_('Beef'), np.str_('Soap')]"
2603,"[np.str_('Bread'), np.str_('Lettuce')]"
2604,"[np.str_('Detergent'), np.str_('Pork')]"
2605,"[np.str_('Beef'), np.str_('Potato'), np.str_('Toilet Paper')]"
2606,"[np.str_('Fish'), np.str_('Juice'), np.str_('Soda'), np.str_('Toilet Paper')]"
2607,"[np.str_('Bagel'), np.str_('Juice')]"
2608,"[np.str_('Bagel'), np.str_('Detergent'), np.str_('Pork'), np.str_('Yogurt')]"
2609,"[np.str_('Cake'), np.str_('Soda')]"
2610,"[np.str_('Apple'), np.str_('Cheese'), np.str_('Fish'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Tea'), np.str_('Tomato')]"
2611,"[np.str_('Bagel'), np.str_('Lettuce'), np.str_('Pork'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Yogurt')]"
2612,"[np.str_('Bagel'), np.str_('Croissant'), np.str_('Orange'), np.str_('Potato')]"
2613,"[np.str_('Cheese'), np.str_('Fish'), np.str_('Potato'), np.str_('Soda')]"
2614,"[np.str_('Bread'), np.str_('Butter'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Lettuce'), np.str_('Shampoo'), np.str_('Tomato')]"
2615,"[np.str_('Carrot'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Pork'), np.str_('Potato'), np.str_('Soda'), np.str_('Yogurt')]"
2616,"[np.str_('Banana'), np.str_('Butter'), np.str_('Carrot'), np.str_('Chicken'), np.str_('Lettuce'), np.str_('Shampoo'), np.str_('Water')]"
2617,"[np.str_('Bread'), np.str_('Orange'), np.str_('Toothpaste')]"
2618,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Toilet Paper')]"
2619,"[np.str_('Beef'), np.str_('Orange'), np.str_('Soda')]"
2620,"[np.str_('Cheese'), np.str_('Eggs'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Toilet Paper')]"
2621,"[np.str_('Cake'), np.str_('Juice')]"
2622,"[np.str_('Bread'), np.str_('Chicken'), np.str_('Eggs'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Pork')]"
2623,"[np.str_('Apple'), np.str_('Fish')]"
2624,"[np.str_('Milk'), np.str_('Pork'), np.str_('Shampoo'), np.str_('Toilet Paper')]"
2625,"[np.str_('Cheese'), np.str_('Coffee'), np.str_('Potato'), np.str_('Soap'), np.str_('Yogurt')]"
2626,"[np.str_('Bread'), np.str_('Pork'), np.str_('Tea'), np.str_('Toothpaste')]"
2627,"[np.str_('Beef'), np.str_('Chicken'), np.str_('Fish'), np.str_('Soap'), np.str_('Toothpaste')]"
2628,"[np.str_('Banana'), np.str_('Bread'), np.str_('Soap')]"
2629,"[np.str_('Carrot'), np.str_('Soda'), np.str_('Toothpaste')]"
2630,"[np.str_('Banana'), np.str_('Juice')]"
2631,"[np.str_('Butter'), np.str_('Juice'), np.str_('Orange'), np.str_('Soda'), np.str_('Tea')]"
2632,"[np.str_('Eggs'), np.str_('Orange'), np.str_('Potato')]"
2633,"[np.str_('Apple'), np.str_('Butter'), np.str_('Croissant'), np.str_('Detergent'), np.str_('Soap'), np.str_('Tomato'), np.str_('Yogurt')]"
2634,"[np.str_('Milk'), np.str_('Toothpaste')]"
2635,"[np.str_('Croissant'), np.str_('Potato')]"
2636,"[np.str_('Chicken'), np.str_('Detergent'), np.str_('Soap'), np.str_('Tea')]"
2637,"[np.str_('Butter'), np.str_('Pork'), np.str_('Toothpaste'), np.str_('Water')]"
2638,"[np.str_('Cheese'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Fish')]"
2639,"[np.str_('Chicken'), np.str_('Milk'), np.str_('Pork'), np.str_('Potato'), np.str_('Soap')]"
2640,"[np.str_('Eggs'), np.str_('Soap')]"
2641,"[np.str_('Carrot'), np.str_('Croissant')]"
2642,"[np.str_('Apple'), np.str_('Beef'), np.str_('Coffee'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
2643,"[np.str_('Butter'), np.str_('Croissant'), np.str_('Eggs'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Tomato'), np.str_('Toothpaste')]"
2644,"[np.str_('Butter'), np.str_('Coffee'), np.str_('Eggs'), np.str_('Juice'), np.str_('Orange')]"
2645,"[np.str_('Apple'), np.str_('Banana'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Juice'), np.str_('Shampoo'), np.str_('Soap')]"
2646,"[np.str_('Milk'), np.str_('Water')]"
2647,"[np.str_('Juice'), np.str_('Tomato')]"
2648,"[np.str_('Banana'), np.str_('Chicken'), np.str_('Fish'), np.str_('Soap'), np.str_('Tea'), np.str_('Tomato')]"
2649,"[np.str_('Apple'), np.str_('Bread'), np.str_('Cake'), np.str_('Detergent'), np.str_('Juice'), np.str_('Orange'), np.str_('Toilet Paper')]"
2650,"[np.str_('Apple'), np.str_('Carrot'), np.str_('Detergent'), np.str_('Shampoo'), np.str_('Tea')]"
2651,"[np.str_('Milk'), np.str_('Pork'), np.str_('Soda'), np.str_('Tea'), np.str_('Water')]"
2652,"[np.str_('Butter'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Milk'), np.str_('Soap'), np.str_('Soda')]"
2653,"[np.str_('Cheese'), np.str_('Shampoo'), np.str_('Toilet Paper')]"
2654,"[np.str_('Bagel'), np.str_('Carrot'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Pork')]"
2655,"[np.str_('Bagel'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Toilet Paper'), np.str_('Water')]"
2656,"[np.str_('Bagel'), np.str_('Toilet Paper'), np.str_('Water'), np.str_('Yogurt')]"
2657,"[np.str_('Cake'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Tea'), np.str_('Toilet Paper'), np.str_('Tomato')]"
2658,"[np.str_('Bagel'), np.str_('Butter')]"
2659,"[np.str_('Eggs'), np.str_('Yogurt')]"
2660,"[np.str_('Bread'), np.str_('Carrot'), np.str_('Cheese'), np.str_('Fish'), np.str_('Shampoo'), np.str_('Toothpaste')]"
2661,"[np.str_('Apple'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Toothpaste')]"
2662,"[np.str_('Carrot'), np.str_('Croissant'), np.str_('Shampoo'), np.str_('Soap')]"
2663,"[np.str_('Bread'), np.str_('Detergent')]"
2664,"[np.str_('Lettuce'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Toilet Paper')]"
2665,"[np.str_('Tomato'), np.str_('Water')]"
2666,"[np.str_('Carrot'), np.str_('Coffee'), np.str_('Fish'), np.str_('Tea'), np.str_('Water')]"
2667,"[np.str_('Bread'), np.str_('Juice')]"
2668,"[np.str_('Orange'), np.str_('Tomato')]"
2669,"[np.str_('Bagel'), np.str_('Cake'), np.str_('Chicken'), np.str_('Croissant'), np.str_('Pork'), np.str_('Toilet Paper'), np.str_('Tomato')]"
2670,"[np.str_('Juice'), np.str_('Potato'), np.str_('Tea')]"
2671,"[np.str_('Banana'), np.str_('Beef'), np.str_('Fish'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Soda')]"
2672,"[np.str_('Bagel'), np.str_('Soap')]"
2673,"[np.str_('Bread'), np.str_('Water'), np.str_('Yogurt')]"
2674,"[np.str_('Beef'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Soda')]"
2675,"[np.str_('Banana'), np.str_('Chicken'), np.str_('Orange'), np.str_('Soap'), np.str_('Soda'), np.str_('Tea')]"
2676,"[np.str_('Bread'), np.str_('Butter'), np.str_('Carrot'), np.str_('Fish'), np.str_('Pork'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
2677,"[np.str_('Apple'), np.str_('Banana'), np.str_('Cheese'), np.str_('Milk'), np.str_('Pork'), np.str_('Tomato'), np.str_('Yogurt')]"
2678,"[np.str_('Beef'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Orange'), np.str_('Toilet Paper')]"
2679,"[np.str_('Bagel'), np.str_('Carrot'), np.str_('Toilet Paper')]"
2680,"[np.str_('Chicken'), np.str_('Soap')]"
2681,"[np.str_('Carrot'), np.str_('Lettuce'), np.str_('Shampoo')]"
2682,"[np.str_('Apple'), np.str_('Croissant'), np.str_('Fish'), np.str_('Orange'), np.str_('Pork'), np.str_('Potato')]"
2683,"[np.str_('Beef'), np.str_('Bread'), np.str_('Cake'), np.str_('Cheese'), np.str_('Orange'), np.str_('Toothpaste'), np.str_('Water')]"
2684,"[np.str_('Apple'), np.str_('Eggs'), np.str_('Tea'), np.str_('Toothpaste')]"
2685,"[np.str_('Beef'), np.str_('Butter')]"
2686,"[np.str_('Banana'), np.str_('Beef'), np.str_('Croissant'), np.str_('Eggs'), np.str_('Fish')]"
2687,"[np.str_('Cheese'), np.str_('Orange'), np.str_('Potato'), np.str_('Water')]"
2688,"[np.str_('Bread'), np.str_('Cake'), np.str_('Carrot'), np.str_('Detergent'), np.str_('Fish'), np.str_('Water')]"
2689,"[np.str_('Butter'), np.str_('Detergent'), np.str_('Juice'), np.str_('Soda'), np.str_('Toilet Paper')]"
2690,"[np.str_('Bread'), np.str_('Milk')]"
2691,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Water'), np.str_('Yogurt')]"
2692,"[np.str_('Chicken'), np.str_('Juice'), np.str_('Pork'), np.str_('Potato'), np.str_('Toothpaste'), np.str_('Water')]"
2693,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Detergent'), np.str_('Orange'), np.str_('Soap')]"
2694,"[np.str_('Juice'), np.str_('Milk'), np.str_('Pork')]"
2695,"[np.str_('Cake'), np.str_('Soda')]"
2696,"[np.str_('Apple'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Orange'), np.str_('Tomato'), np.str_('Toothpaste')]"
2697,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Carrot'), np.str_('Croissant'), np.str_('Juice'), np.str_('Milk')]"
2698,"[np.str_('Eggs'), np.str_('Potato'), np.str_('Soda'), np.str_('Water')]"
2699,"[np.str_('Banana'), np.str_('Cheese'), np.str_('Croissant'), np.str_('Fish'), np.str_('Shampoo'), np.str_('Soda')]"
2700,"[np.str_('Apple'), np.str_('Banana'), np.str_('Beef'), np.str_('Chicken'), np.str_('Shampoo'), np.str_('Tea')]"
2701,"[np.str_('Chicken'), np.str_('Eggs'), np.str_('Soap')]"
2702,"[np.str_('Apple'), np.str_('Bread'), np.str_('Butter'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Soap'), np.str_('Toilet Paper')]"
2703,"[np.str_('Apple'), np.str_('Chicken'), np.str_('Eggs'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Tomato')]"
2704,"[np.str_('Potato'), np.str_('Shampoo')]"
2705,"[np.str_('Carrot'), np.str_('Chicken'), np.str_('Orange'), np.str_('Potato'), np.str_('Yogurt')]"
2706,"[np.str_('Carrot'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Soap'), np.str_('Tea')]"
2707,"[np.str_('Milk'), np.str_('Tomato')]"
2708,"[np.str_('Carrot'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Potato'), np.str_('Tea')]"
2709,"[np.str_('Apple'), np.str_('Carrot')]"
2710,"[np.str_('Cake'), np.str_('Carrot'), np.str_('Orange')]"
2711,"[np.str_('Banana'), np.str_('Carrot'), np.str_('Coffee'), np.str_('Milk'), np.str_('Pork')]"
2712,"[np.str_('Apple'), np.str_('Lettuce'), np.str_('Shampoo'), np.str_('Soda')]"
2713,"[np.str_('Butter'), np.str_('Cake'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Pork'), np.str_('Tomato'), np.str_('Water')]"
2714,"[np.str_('Bagel'), np.str_('Butter'), np.str_('Chicken'), np.str_('Orange'), np.str_('Shampoo'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
2715,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Butter'), np.str_('Cake'), np.str_('Milk')]"
2716,"[np.str_('Chicken'), np.str_('Croissant'), np.str_('Juice'), np.str_('Shampoo'), np.str_('Tea'), np.str_('Toothpaste')]"
2717,"[np.str_('Shampoo'), np.str_('Water')]"
2718,"[np.str_('Butter'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Soda')]"
2719,"[np.str_('Banana'), np.str_('Milk'), np.str_('Toothpaste')]"
2720,"[np.str_('Apple'), np.str_('Bread'), np.str_('Cake'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Toilet Paper')]"
2721,"[np.str_('Bagel'), np.str_('Bread')]"
2722,"[np.str_('Beef'), np.str_('Butter'), np.str_('Chicken'), np.str_('Tea'), np.str_('Toilet Paper'), np.str_('Toothpaste'), np.str_('Yogurt')]"
2723,"[np.str_('Cheese'), np.str_('Pork'), np.str_('Shampoo'), np.str_('Tea'), np.str_('Toothpaste')]"
2724,"[np.str_('Coffee'), np.str_('Eggs'), np.str_('Fish'), np.str_('Juice'), np.str_('Toilet Paper')]"
2725,"[np.str_('Butter'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Soda'), np.str_('Toilet Paper')]"
2726,"[np.str_('Bagel'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Fish'), np.str_('Tea')]"
2727,"[np.str_('Banana'), np.str_('Beef'), np.str_('Bread'), np.str_('Croissant'), np.str_('Eggs'), np.str_('Orange'), np.str_('Potato')]"
2728,"[np.str_('Bagel'), np.str_('Coffee'), np.str_('Milk'), np.str_('Soap'), np.str_('Soda')]"
2729,"[np.str_('Banana'), np.str_('Cake')]"
2730,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Eggs'), np.str_('Orange'), np.str_('Potato')]"
2731,"[np.str_('Carrot'), np.str_('Soap')]"
2732,"[np.str_('Croissant'), np.str_('Detergent')]"
2733,"[np.str_('Apple'), np.str_('Banana'), np.str_('Butter'), np.str_('Potato'), np.str_('Soda'), np.str_('Water')]"
2734,"[np.str_('Butter'), np.str_('Fish'), np.str_('Pork'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Toilet Paper'), np.str_('Tomato')]"
2735,"[np.str_('Bagel'), np.str_('Coffee'), np.str_('Orange'), np.str_('Potato')]"
2736,"[np.str_('Beef'), np.str_('Butter'), np.str_('Eggs'), np.str_('Lettuce'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Tea')]"
2737,"[np.str_('Butter'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Fish'), np.str_('Pork'), np.str_('Shampoo')]"
2738,"[np.str_('Beef'), np.str_('Bread'), np.str_('Carrot'), np.str_('Fish'), np.str_('Juice'), np.str_('Toothpaste'), np.str_('Water')]"
2739,"[np.str_('Butter'), np.str_('Chicken'), np.str_('Milk'), np.str_('Orange'), np.str_('Pork'), np.str_('Potato'), np.str_('Tomato')]"
2740,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Pork')]"
2741,"[np.str_('Carrot'), np.str_('Croissant'), np.str_('Toilet Paper')]"
2742,"[np.str_('Croissant'), np.str_('Fish'), np.str_('Soap'), np.str_('Toilet Paper'), np.str_('Water')]"
2743,"[np.str_('Apple'), np.str_('Detergent'), np.str_('Orange'), np.str_('Pork'), np.str_('Water')]"
2744,"[np.str_('Apple'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Fish'), np.str_('Orange')]"
2745,"[np.str_('Coffee'), np.str_('Eggs'), np.str_('Fish'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Soap'), np.str_('Toothpaste')]"
2746,"[np.str_('Apple'), np.str_('Butter'), np.str_('Detergent'), np.str_('Soap'), np.str_('Tea')]"
2747,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Cheese'), np.str_('Juice'), np.str_('Soda'), np.str_('Yogurt')]"
2748,"[np.str_('Tea'), np.str_('Water')]"
2749,"[np.str_('Fish'), np.str_('Pork'), np.str_('Shampoo'), np.str_('Toilet Paper'), np.str_('Water')]"
2750,"[np.str_('Bread'), np.str_('Croissant'), np.str_('Lettuce'), np.str_('Toothpaste')]"
2751,"[np.str_('Banana'), np.str_('Butter'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Potato'), np.str_('Toothpaste')]"
2752,"[np.str_('Apple'), np.str_('Croissant'), np.str_('Eggs'), np.str_('Soda'), np.str_('Tea')]"
2753,"[np.str_('Carrot'), np.str_('Cheese'), np.str_('Fish'), np.str_('Juice'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Toothpaste')]"
2754,"[np.str_('Coffee'), np.str_('Juice')]"
2755,"[np.str_('Butter'), np.str_('Cake'), np.str_('Fish'), np.str_('Potato'), np.str_('Tomato')]"
2756,"[np.str_('Croissant'), np.str_('Potato'), np.str_('Soda'), np.str_('Tomato'), np.str_('Toothpaste')]"
2757,"[np.str_('Bread'), np.str_('Carrot'), np.str_('Coffee'), np.str_('Soap'), np.str_('Tea')]"
2758,"[np.str_('Bread'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Fish'), np.str_('Potato'), np.str_('Toothpaste')]"
2759,"[np.str_('Beef'), np.str_('Butter'), np.str_('Milk'), np.str_('Soda')]"
2760,"[np.str_('Coffee'), np.str_('Orange'), np.str_('Potato')]"
2761,"[np.str_('Carrot'), np.str_('Croissant'), np.str_('Milk'), np.str_('Soda'), np.str_('Tea'), np.str_('Tomato'), np.str_('Water')]"
2762,"[np.str_('Orange'), np.str_('Pork'), np.str_('Yogurt')]"
2763,"[np.str_('Apple'), np.str_('Beef'), np.str_('Cake'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Lettuce')]"
